Supplier,Domain,Product,Catalog #,Type,Band #,MW (kDa),Total Bands,Display Color,Color Hex,Relative Intensity,Reference Band,GenePad Ladder ID,Product URL,PDF
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,3,15,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,4,20,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,5,30,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,6,40,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,7,50,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,8,60,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,9,80,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,10,110,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,11,160,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,12,260,12,blue,#2563eb,1,false,protein-thermofisher-novex-sharp-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",1,3,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",2,6,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",3,14,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",4,17,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",5,28,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",6,38,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",7,49,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",8,62,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",9,98,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",10,198,10,blue,#2563eb,1,false,protein-thermofisher-seeblue-plus2-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),1,20,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),2,30,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),3,40,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),4,50,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),5,60,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),6,80,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),7,100,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),8,120,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),9,220,9,gray,#334155,1,false,protein-thermofisher-magicmark-xp-western-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",1,31,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",2,41,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",3,55,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",4,71,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",5,117,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",6,171,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",7,238,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",8,268,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",9,460,9,blue,#2563eb,1,false,protein-thermofisher-himark-prestained-protein-standard,https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),1,12,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),2,20,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),3,30,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),4,40,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),5,60,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),6,80,6,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-i-12-80-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),1,12,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),2,20,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),3,30,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),4,40,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),5,50,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),6,60,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),7,80,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),8,100,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),9,120,9,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-ii-12-120-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),1,30,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),2,40,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),3,60,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),4,80,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),5,100,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),6,150,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),7,200,7,blue,#2563eb,1,false,protein-transgen-biotech-proteinruler-iv-30-200-kda,https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® Protein Marker (14-100 kDa),DM101-01 / DM101-02,"Prestained, multi-color (50 kDa = orange, 14 kDa = yellow, others blue)",1,14,7,yellow,#eab308,1.55,true,protein-transgen-biotech-blue-plus-protein-marker-14-100-kda,https://www.transgenbiotech.com/prestained_protein_marker/blue_plus_protein_marker_14_100_kda.html,- PDF: TransGen_DM101_BluePlus_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DM101_408/DM101.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® Protein Marker (14-100 kDa),DM101-01 / DM101-02,"Prestained, multi-color (50 kDa = orange, 14 kDa = yellow, others blue)",2,25,7,blue,#2563eb,1,false,protein-transgen-biotech-blue-plus-protein-marker-14-100-kda,https://www.transgenbiotech.com/prestained_protein_marker/blue_plus_protein_marker_14_100_kda.html,- PDF: TransGen_DM101_BluePlus_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DM101_408/DM101.pdf)
